UF Code;EIC Code;Short Description;Large Description;Maximum Power Capacity MW;Production Type;BRP Code;UP Code
TGYEC01;18W00000000069U8;TGYE;TOTAL GAS Y ELECTRICIDAD ESPAÑ;1,0;Competitive suppliers;TGYE;TGYEC01
THARIM;18W-THARIM-56--S;THARIM;UP HARIMASA;1,0;Natural Gas Cogeneration;GNRA;THARIM
THARSIS;18WTHARSIS-12--7;THARSIS;THARSIS;4,0;Wonshore wind;WMARK;ESIAM
THELC01;18W000000000R9DW;THELC01;UP THE ELECTRICTY;0,1;Competitive suppliers;THELE;THELC01
THERC01;18W-THERC01-7--J;THERMOLYMP;THERMOLYMPIC S.L;0,7;Market direct consumption;THER;THERC01
TICO;18W000000000KMDL;PE TICO;PARQUE EOLICO TICO;175,0;Wonshore wind;ECYR;TICO
TICOSO1;18W000000000LRML;TICOSO1;TICO SOLAR 1;41,6;Solar PV;ECYR;FEGPEM
TICOSO2;18W000000000LRNJ;TICOSO2;TICO SOLAR 2;28,1;Solar PV;ECYR;FEGPEM
TIEATOM;18WTIEATOM-123-K;TIEATOM;18WTIEATOM-123-K;3,8;Natural Gas Cogeneration;EGLE;TATOM
TIGUEIR;18WTIGUEIR-123-K;TIGUEIR;18WTIGUEIR-123-K;6,0;Wonshore wind;EGLE;EORTIV
TIJOLA;18WTIJOLA-123--D;TIJOLA;18WTIJOLA-123--D;5,3;Hydro non UGH;EGLE;HACUAM
TILOS;18W000000000RKB3;CHTILOS;CHTILOS;1,5;Hydro non UGH;CEG;HALTANO
TINAJE1;18W000000000R5SE;TINAJE1;UF SOLAR TINAJEROS 1;5,0;Solar PV;NEXU;FTINJR1
TINAJR2;18W000000000R5TC;TINAJR2;UF SOLAR TINAJEROS 2;5,0;Solar PV;NEXU;FTINJR2
TIOHERR;18WTIOHERR-123-R;TIOHERR;SOCIEDAD DE TRATAMIENTO HORNIL;7,4;Natural Gas Cogeneration;GNCO;TFGASN
TIPMEGA;18WTIPMEGA-12-D9;TIPMEGA;TIPMEGA;3,4;Natural Gas Cogeneration;TIP;TTIP
TIRAPU;18W000000000HGQP;TIRAPU;PE TIRAPU;13,2;Wonshore wind;GNCO;EGASNE1
TIRCC01;18W0000000007VMS;TIRVIA;SOCIETAT MUNICIPAL DE COMERCIA;0,3;Competitive suppliers;COTIR;TIRCC01
TIRMADR;18WTIRMADR-123-I;TIRMADR;TIRMADRID;29,8;Household and similar wastes;EGLE;RTIRMA
TJE1;18WTJE1-12345-FT;TAJOENC 1G;TAJO DE LA ENCANTADA 1 GENERAC;96,7;Turbine pumping;ENDG;TJEG
TJE1B;18WTJE1B-12345-A;TAJOENC 1B;TAJO DE LA ENCANTADA 1 BOMBEO;105,0;Pump consumption;ENDG;TJEB
TJE2;18WTJE2-12345-FJ;TAJOENC 2G;TAJO DE LA ENCANTADA 2 GENERAC;94,5;Turbine pumping;ENDG;TJEG
TJE2B;18WTJE2B-12345-0;TAJOENC 2B;TAJO DE LA ENCANTADA 2 BOMBEO;105,0;Pump consumption;ENDG;TJEB
TJE3;18WTJE3-12345-F9;TAJOENC 3G;TAJO DE LA ENCANTADA 3 GENERAC;89,5;Turbine pumping;ENDG;TJEG
TJE3B;18WTJE3B-12345-R;TAJOENC 3B;TAJO DE LA ENCANTADA 3 BOMBEO;105,0;Pump consumption;ENDG;TJEB
TJE4;18WTJE4-12345--V;TAJOENC 4G;TAJO DE LA ENCANTADA 4 GENERAC;96,0;Turbine pumping;ENDG;TJEG
TJE4B;18WTJE4B-12345-H;TAJOENC 4B;TAJO DE LA ENCANTADA 4 BOMBEO;105,0;Pump consumption;ENDG;TJEB
TLA1;18WTLA1-12345-AM;TALARN 1;TALARN 1;8,6;Hydro UGH;ENDG;EBRFEN
TLA2;18WTLA2-12345-AC;TALARN 2;TALARN 2;8,6;Hydro UGH;ENDG;EBRFEN
TLA3;18WTLA3-12345-A2;TALARN 3;TALARN 3;8,6;Hydro UGH;ENDG;EBRFEN
TLA4;18WTLA4-12345-AT;TALARN 4;TALARN 4;8,6;Hydro UGH;ENDG;EBRFEN
TLAYUE2;18W000000000RAVU;TLAYUE 2;UF SOLAR TALAYUELA 2;5,0;Solar PV;NEXU;FTLAYL2
TLAYUEL;18W000000000R9T0;TLAYUEL;UF SOLAR TALAYUELA 1;5,0;Solar PV;NEXU;FTLAYL1
TLCMC01;18W000000000K2SE;TEL COMER1;TELECOR COMERCIALIZADORA 01;1,0;Competitive suppliers;TLCOR;TLCMC01
TLCRC01;18W000000000JGBA;TLCRC01;TLCRC01;16.675,6;Market direct consumption;TLCOR;TLCRC01
TLLANO;18W000000000PS6Y;TLLANO;PUERTOLLANO;26,5;Solar PV;SHEEN;SHEPV09
TMADRIN;18WTMADRIN-123-8;TMADRIN;TORRE MADRINA;50,0;Wonshore wind;IGNIS;ETMA
TMSIX;18W000000000NBJU;TMSIX;TMSIX;38,7;Solar PV;GNRA;TMGAL
TOBA;18WTOBA-12345-AX;LA TOBA;LA TOBA;0,5;Hydro UGH;GNFG;UFTA
TOBOSO1;18W000000000TN16;FV TOBOSO1;FV TOBOSO 1;1,0;Solar PV;DREUA;FDREU17
TOCONAL;18W000000000NAF4;TOCONAL;EL TOCONAL-CENTAURO;4,4;Solar PV;ADXRE;FAUDAX
TOCOTI;18W000000000EP89;TOCOTI;TOCOTI;3,3;Solar PV;CEG;F1CEG
TODMN;18W000000000TUZS;TODMN;TODMN;2,0;Solar PV;GNRA;UPSON3
TODOSON;18WTODOSON-123-6;TODOSON;18WTODOSON-123-6;3,0;Wonshore wind;CEG;E1CEG
TOECC01;18W000000000S4NN;TRISO;TRISOLARIS;1,0;Competitive suppliers;TRISO;TOECC01
TOJ1;18WTOJ1-12345-AZ;TORREJ 1G;TORREJON GR.1 GENERAC.;32,1;Hydro UGH;IBEG;TAJO
TOJ1B;18WTOJ1B-12345-6;TORREJ 1B;TORREJON GR.1 BOMBEO;18,0;Pump consumption;IBEG;TAJB
TOJ2;18WTOJ2-12345-AP;TORREJ 2G;TORREJON GR.2 GENERAC.;32,3;Hydro UGH;IBEG;TAJO
TOJ2B;18WTOJ2B-12345-X;TORREJ 2B;TORREJON GR.2 BOMBEO;18,0;Pump consumption;IBEG;TAJB
TOJ3;18WTOJ3-12345-AF;TORREJ 3G;TORREJON GR.3 GENERAC.;32,3;Hydro UGH;IBEG;TAJO
TOJ3B;18WTOJ3B-12345-N;TORREJ 3B;TORREJON GR.3 BOMBEO;18,0;Pump consumption;IBEG;TAJB
TOJ4;18WTOJ4-12345-A5;TORREJ 4G;TORREJON GR.4 GENERAC.;33,6;Hydro UGH;IBEG;TAJO
TOJ4B;18WTOJ4B-12345-D;TORREJ 4B;TORREJON GR.4 BOMBEO;18,0;Pump consumption;IBEG;TAJB
TOLLO1;18W000000000SGAD;TOLLO1;UF SOLAR TOLLO1;4,0;Solar PV;NEXU;FTOLLO1
TOLLO2;18W000000000SGBB;TOLLO2;UF SOLAR TOLLO 2;2,9;Solar PV;NEXU;FTOLLO2
TOLLO3;18W000000000SGC9;TOLLO3;UF SOLAR TOLLO 3;3,0;Solar PV;NEXU;FTOLLO3
TOLSA;18WTOLSA-1234--0;TOLSA;TOLSA;12,5;Natural Gas Cogeneration;CEG;TTOLSA
TOMACAN;18WTOMACAN-123-7;TOMACAN;TOMA CANAL DE NAVARRA;20,0;Hydro non UGH;CEG;HPCANAV
TOMI;18W000000000RM4B;TOMI;EL TOMILLAR;13,0;Solar PV;REPSB;FTOMI
TOMIRO1;18WTOMIRO1-12--V;TOMIRO;P.E.TORRE MIRO I;49,5;Wonshore wind;MEDI;EMEDI
TOMIRO2;18WTOMIRO2-12--O;TOMIRO2;P.E. TORRE MIRO II;49,5;Wonshore wind;MEDI;EMEDI
TOMMC01;18W000000000SA70;TOMMI;TOMMI ENERGY SL;1,0;Competitive suppliers;TOMMY;TOMMC01
TOR;18WTOR-123456-AU;TORINA 1;TORINA 1;4,5;Hydro UGH;REPSB;VIES
TOR2;18WTOR2-12345-AB;TORINA 2;TORINA 2;4,2;Hydro UGH;REPSB;VIES
TOR3;18WTOR3-12345-A1;TORINA 3;TORINA 3;5,6;Hydro UGH;REPSB;VIES
TOR3LE;18W000000000UA5X;TOR3LE;TOR3LE;11,5;Solar PV;SOLRC;FTOR3LE
TORANZA;18WTORANZA-12-EM;TORANZA;TORANZA;25,2;Wonshore wind;EGLE;EEWING
TORDERA;18W000000000TPQO;PS TORDERA;PS TORDERA 2;1,9;Solar PV;EPYM;EYPPV4
TORDES1;18W000000000LCSH;TORD1;TORDES1;20,8;Solar PV;GESTE;FTORDE1
TORDES2;18W000000000LCTF;TORD2;TORDES2;13,5;Solar PV;GESTE;FTORDE1
TORDES3;18W000000000RJE0;TORDES3;TORDESILLAS;3,0;Solar PV;WMARK;FFWMARK
TORDOS;18W000000000N9X8;TORDOS;PE TOROZOS II;35,2;Wonshore wind;GNCO;EGASNE2
TOREC;18WTOREC-12345-1;TOREC;PARQUE EÓLICO LA TORRECILLA;38,2;Wonshore wind;IBGES;EHIBGES
TOREC01;18W0000000003EJR;TOREC01;TOREC01;0,1;Competitive suppliers;TOREN;TOREC01
TORIJA3;18W000000000IRVF;T3;TR3;4,7;Solar PV;GESTE;FTORIJ3
TORIJS;18W000000000G7NP;TORJS;TORIJASUR;4,7;Solar PV;GESTE;FTORIJ2
TORIL;18W000000000RK3J;CHTORILES;CHTORILES;1,3;Hydro non UGH;CEG;HALTANO
TORJAIV;18W000000000KSOI;TJ4;TORIJA4;4,7;Solar PV;GESTE;FTORIJ4
TORMC01;18W000000000U852;TORMESH;TORMEHS SOLUTIONS;1,0;Competitive suppliers;TORME;TORMC01
TOROZA;18W000000000G9YY;TOROZA;PE TOROZOS A;41,8;Wonshore wind;GNCO;EGASNE2
TOROZB;18W000000000G9ZW;TOROZB;P E TOROZOS B;33,0;Wonshore wind;GNCO;EGASNE2
TOROZC;18W000000000GA0P;TOROZC;P E TOROZOS C;39,6;Wonshore wind;GNCO;EGASNE2
TORR;18W000000000PKQI;TORRIJ;TORRIJOS ELW;42,5;Solar PV;IGNIS;FTORRIJ
TORREC1;18W000000000RSF8;TORRE;TORRECILLA1;3,5;Solar PV;GESTE;FGST135
TORREC2;18W000000000RSH4;TORREC;TORRECILLA2;2,2;Solar PV;GESTE;FGST136
TORREMO;18W000000000MSDW;TORREMO;LA PIZARRA TORREMOCHA;8,5;Solar PV;WMARK;FFWMARK
TORRIJ;18W000000000MBD9;UFTORRIJOS;UF ELAWAN TORRIJOS;30,0;Solar PV;IGNIS;FTORRJ
TORRNOR;18W000000000REYC;TORRNOR;TORRIJOS NORTE;4,7;Solar PV;WMARK;FVTORRN
TORRSUR;18W000000000REZA;TORRSUR;TORRIJOS SUR;4,7;Solar PV;WMARK;FVTORRS
TORTE01;18W-TORTE01-5--8;TORTE01;TORTE01;100,0;Market direct consumption;TORTE;TORTE01
TORTE2;18WTORTOSA2-12-7;TORTE2;TORTOSA 2;13,5;Natural Gas Cogeneration;COGEN;TAE3COG
TORTOSA;18WTORTOSA-12-DT;TOSTOSA;TORTOSA;32,0;Natural Gas Cogeneration;COGEN;TAE2COG
TOTANA;18W000000000F6AL;TOTANA II;FV TOTANA II;73,8;Solar PV;ECYR;FEGPEM
TOTANA4;18W000000000RNBV;TOTANA4;UF SOLAR TOTANA IV;4,5;Solar PV;NEXU;FTOTANA
TOTEC01;18W000000000R7IS;TOTEC01;TOTEC01;0,1;Competitive suppliers;TOTEM;TOTEC01
TOTGCP3;18W-TOTGCP3-1--O;TOTGCP3;TOTGCP3;1.400,0;Import France;TOTGA;TOTGCP3
TOTGVP3;18W-TOTGVP3-6--0;TOTGVP3;TOTGVP3;1.400,0;Export France;TOTGA;TOTGVP3
TOURADO;18W000000000LA5W;TDO;ETOURDO;10,3;Wonshore wind;NEXU;EMTOURD
TOURINA;18WTOURINA-123-F;TOURINA;P.E. TOURIÑAN IV;24,6;Wonshore wind;ECYR;EREGPEM
TOURO;18WTOURO-12345-Q;TOURO;C.H. TOURO - 2;12,8;Hydro non UGH;WMARK;HRWMARK
TOWASR;18W000000000TST9;TOWASR;TOWASR;1,0;Competitive suppliers;ENDCO;ENDER01
TPEEXXI;18W-TPEEXXI-1--F;TPEEXXI;END CUR  ( TERMICA NO RENOVABL;0,9;Natural Gas Cogeneration;EEXXI;TPEEXXI
TPEONUR;18W-TPEONUR-1--9;TPEONUR;E.ON CUR ( TERMICA NO RENOVABL;0,0;Natural Gas Cogeneration;EONUR;TPEONUR
TPHCCUR;18W-TPHCCUR-2--N;TPHCCUR;HC CUR ( TERMICA NO RENOVABLE,;0,0;Natural Gas Cogeneration;HCCUR;TPHCCUR
TPIBCUR;18W-TPIBCUR-2--M;TPIBCUR;IB CUR  (  TERMICA NO RENOVABL;2,5;Oil products and coal;IBCUR;TPIBCUR
TPODEBO;18W000000000OKH3;TYCEG;CEG(TARIFA,NO RENOV,NO EXENTO);0,5;Natural Gas Cogeneration;CEG;TPODEBO
TPPURI;18WTPPURI-1234-3;TPPURI;COGENERACION PURI;0,0;Oil products and coal;FEN;TPFEN
TRA1;18WTRA1-12345-AO;TRNCOLOB 1;TRANCO DEL LOBO 1;1,2;Hydro UGH;IBEG;JUCA
TRA2;18WTRA2-12345-AE;TRNCOLOB 2;TRANCO DEL LOBO 2;1,2;Hydro UGH;IBEG;JUCA
TRA3;18WTRA3-12345-A4;TRNCOLOB 3;TRANCO DEL LOBO 3;1,2;Hydro UGH;IBEG;JUCA
TRACTA;18W000000000RD25;TRACTA;TRACTA;1,3;Biogas;DETIC;TTRACTA
TRADC01;18W000000000H8A7;TRADC01;TRADC01;11.136,0;Market direct consumption;TRADB;TRADC01
TRAFO;18W0000000008QRT;TRAFO;UF TRAFO FOTOVOLTAICA;1,9;Solar PV;GNRA;TOFGE
TRAJUN;18W000000000RD17;TRAJUN;TRAJUN;15,0;Natural Gas Cogeneration;DETIC;TTRAJUN
TRALMAZ;18WTRALMAZ-123-4;TRALMAZ;PLANTA TRATAMIENTO PURINES ALM;14,8;Natural Gas Cogeneration;GNCO;TFGASN
TRAPERA;18WTRAPERA-123-1;TRAPERA;18WTRAPERA-123-1;9,9;Wonshore wind;EGLE;EPEGLE
TRARGIS;18WTRARGIS-123-K;TRARGIS;TRARGISA;2,0;Household and similar wastes;AME;RESIAME
TRASESA;18WTRASESA-12-DL;TRASESA;TRASESA;31,7;Household and similar wastes;TERSA;TYTERSA
TRATPUR;18W000000000RA3C;TRATPUR;TRATAMIENTO DE PURINES;15,0;Natural Gas Cogeneration;EGLE;TECONAV
TRB1;18WTRB1-12345-AD;TRNCOBEA 1;TRANCO DE BEAS 1;15,7;Hydro UGH;ENDG;GDLQ
TRB2;18WTRB2-12345-A3;TRNCOBEA 2;TRANCO DE BEAS 2;7,6;Hydro UGH;ENDG;GDLQ
TRB3;18WTRB3-12345-AU;TRNCOBEA 3;TRANCO DE BEAS 3;15,7;Hydro UGH;ENDG;GDLQ
TRBGN;18W000000000MHFO;TRBGN;TRBGN;42,2;Solar PV;GNRA;HABGN
TRBON;18W000000000GOZO;TRBON;TRBON;36,7;Solar PV;GNRA;UPBON3
TRC2;18WTRC2-12345--E;TRC2;TRC2;0,9;Hydro UGH;WMARK;TRC2
TRCD;18WTRCD-12345-AU;TRONCEDA;TRONCEDA;2,2;Hydro UGH;WMARK;TRCD
TRD1;18WTRD1-12345-AS;TERRADET 1;TERRADETS 1;16,0;Hydro UGH;ENDG;EBRFEN
TRD2;18WTRD2-12345-AI;TERRADET 2;TERRADETS 2;16,0;Hydro UGH;ENDG;EBRFEN
TRDESI;18W000000000L9M1;TRDESI;UF TRDESI;9,9;Solar PV;NEXU;FTRDESI
TRE1;18WTRE1-12345-AH;TRESPAD 1 ;TRESPADERNE 1;7,4;Hydro UGH;IBEG;EBRA
TRE2;18WTRE2-12345-A7;TRESPAD 2;TRESPADERNE 2;7,4;Hydro UGH;IBEG;EBRA
TREAQ1;18W000000000T694;TREAQ1;TREAQ1;24,5;Solar PV;GNRA;UPTREV1
TREAQ2;18W000000000T686;TREAQ2;TREAQ2;24,5;Solar PV;GNRA;UPTREV2
TREITO;18WTREITO-123-ES;TREITO;P.E. MONTE TREITO;30,3;Wonshore wind;IBGES;EHIBGES
TREMUZO;18WTREMUZO-12-EX;TREMUZO;P.E. TREMUZO;44,6;Wonshore wind;IBGES;EHIBGES
TRESPIC;18WTRESPIC-12--9;TRESPIC;P.E. TRES PICOS;2,4;Wonshore wind;WMARK;EFWMARK
TRGU;18WTRGU-12345-A1;TREGURA;TREGURA;4,5;Hydro UGH;ENDG;EBRFEN
TRI1;18W000000000T37H;TRI1;TRI1;42,5;Solar PV;REPSB;FTRI
TRI2;18W000000000T38F;TRI2;TRI2;42,5;Solar PV;REPSB;FTRI
TRI3;18W000000000S779;TRII3;TRILLO 3;42,5;Solar PV;REPSB;FTRI
TRI4;18W000000000T39D;TRI4;TRI4;42,5;Solar PV;REPSB;FTRI
TRICC01;18W000000000SZ8Y;TRICLINIUM;TRICLINIUM INVERSIONES SL;0,6;Competitive suppliers;TRICL;TRICC01
TRILLO1;18W000000000Q0VR;THERMISTO;THERMISTO FV147;40,0;Solar PV;SHEEN;SHEPV22
TRILLO2;18W000000000Q6BC;TELESTO7;TELESTO7;40,0;Solar PV;SHEEN;SHEPV23
TRILLO3;18W000000000Q4BI;TRILLO3;TETHYS FV144 TRILLO3;40,0;Solar PV;SHEEN;SHEPV24
TRILLO4;18W000000000Q0XN;RHEA;TRILLO4;40,0;Solar PV;SHEEN;SHEPV25
TRILLO5;18W000000000Q6D8;TELESTO;TELESTO;40,0;Solar PV;SHEEN;SHEPV26
TRIPCX1;18W000000000SU0S;PORGENC;PORT_GEN_CMPRA;9.999,0;Porfolio;TRISO;TRIPCX1
TRIPVX1;18W000000000SU2O;PORGENV;PORT_GEN_VNTA;9.999,0;Porfolio;TRISO;TRIPVX1
TRITURA;18W000000000U03U;TRITURA;TRITURA;1,0;Competitive suppliers;EDPCL;EDPCR01
TRIVINO;18W000000000OGGH;TRIVINO;TRIVINO;2,0;Natural Gas Cogeneration;DETIC;COGTRIV
TRL1;18WTRL1-12345-BC;TRILLO;TRILLO I;1.003,4;Nuclear;IGNU;TRL1
TRLL;18W000000000TAVM;TRLL;TRLL;50,0;Wonshore wind;REPSB;ECERRA2
TROFW;18W000000000QZEU;TROFW;TROFW;3,5;Solar PV;GNRA;FVGNRA
TRRSMA;18WTRRSMA--12-DK;TRRSMA;TRA I REV R SOLIDS DEL MARESME;11,2;Household and similar wastes;UTTEM;TUTETEM
TRUCAF;18WTRUCAF-123-E7;TRUCAF;P.E. EL TRUCAFORT;29,8;Wonshore wind;GNCO;EFPART
TRUET;18W00000000001TL;TRUETA;UF TRUETA;1,4;Natural Gas Cogeneration;AME;TWAME
TRUJSER;18W-TRUJSER-7--V;TRUJSER;TRUJILLO 3;10,0;Solar PV;GNRA;VEMTR
TSEAT;18WTSEAT-1234--1;SEAT;SEAT;22,8;Natural Gas Cogeneration;CLIDM;TSEAT
TSLARIS;18W000000000TXKC;TSRISCA;TS LA RISCA;50,0;Solar thermal;WMARK;TSRISCA
TSMAJAD;18W000000000TXJE;TSMAJADAS;TS MAJADAS;50,0;Solar thermal;WMARK;TSMAJAD
TSOLC01;18W-TSOLC01-6--4;TSOL_UPC01;TSOL_UPC01;75,0;Competitive suppliers;TSOL;TSOLC01
TSPALM1;18W000000000TXDQ;TSPALMARIO;TS PALMA RIO I;50,0;Solar thermal;WMARK;TSPALMA
TSPALM2;18W000000000TXEO;TSPALMARIO;TS PALMA RIO II;50,0;Solar thermal;WMARK;TSPALMA
TSRDCP3;18W000000000IY3D;TSRDCP3;TSRDE EXPORT;500,0;Import France;TSRDE;TSRDCP3
TSRDVP3;18W000000000IY4B;TSRDVP3;TSR DE IMPORT UNIT;500,0;Export France;TSRDE;TSRDVP3
TUC132;18W000000000TKN8;TUC132;TUC132;30,0;Solar PV;SOLRC;FTUC132
TUCAC01;18W000000000K97Z;TUCAN;TUCAN_ENERGIA;1,0;Competitive suppliers;TUCAN;TUCAC01
TUDEAB;18W000000000OSFK;TUDEAB;TUDEAB;1,0;Competitive suppliers;EDPCL;EDPCR01
TUDELA;18WTUDELA-123-AD;TUDELA;SALTO DE TUDELA;5,0;Hydro non UGH;EGED;HFEGED
TUDELR;18W000000000OSHG;TUDELR;TUDELR;1,0;Competitive suppliers;EDPCL;EDPCR01
TUDETV;18W000000000OSGI;TUDETV;TUDETV;1,0;Competitive suppliers;EDPCL;EDPCR01
TUELC01;18W000000000OX9H;UP TUELE;UP TU ELECTRICA;0,1;Competitive suppliers;TUELE;TUELC01
TUREGAN;18WTUREGAN-123-Q;TUREGAN;TURÉGANO;14,6;Natural Gas Cogeneration;COGEN;TIGTUR
TUROMAG;18WTUROMAG-123-W;TUROMAG;P.E TURO;28,0;Wonshore wind;GNCO;EGASNE0
TURRNRO;18W000000000LPZ1;TURRONEROS;UF SOLAR TURRONEROS;42,2;Solar PV;NEXU;FTURRON
TUSSBA;18W000000000MIFL;TUSSBA;TUSSBA;4,2;Solar PV;GNRA;FVGNRA
TWINHS1;18W000000000S44O;FGST155;FGST155;1,4;Solar PV;GESTE;FGST155
TXUTXU;18WTXUTXU-123-EU;TXUTXU;P.E. TXUTXU;17,4;Wonshore wind;EGED;EGREEN
TXZC01F;18W000000000U1NO;TXZC01F;TXZC01F;1,5;Market direct consumption;TEXOR;TEXZR01
TYAME;18W-TYAME-890--T;TYAME;AME (NORENOV.,TARIFA,NOEXENTA);8,1;Natural Gas Cogeneration;AME;TYAME
TYCEG;18W-TYCEG-579--K;TYCEG;CEG(TARIFA,NO RENOV,NO EXENTO);5,4;Natural Gas Cogeneration;CEG;TYCEG
TYDETIC;18W-TYDETIC-3--H;TYDETIC;TYDETIC;0,9;Natural Gas Cogeneration;DETIC;TYDETIC
TYEEXXI;18W-TYEEXXI-3--J;TYEEXXI;END CUR  ( TARIFA, TERMICA NO;56,8;Natural Gas Cogeneration;EEXXI;TYEEXXI
TYEGLE;18W-TYEGLE-12--5;TYEGLE;TYEGLE;3,9;Natural Gas Cogeneration;EGLE;TYEGLE
TYEONUR;18W-TYEONUR-8--U;TYEONUR;E.ON CUR ( TARIFA, TERMICA NO;6,7;Natural Gas Cogeneration;EONUR;TYEONUR
TYGENER;18W-TYGENER-2--E;TYGENER;TYGENER;0,9;Natural Gas Cogeneration;ADXRE;TYGENER
TYGNRA;18W-TYGNRA-53--Q;TYGNRA;TYGNRA;3,4;Natural Gas Cogeneration;GNRA;TYGNRA
TYGNSUR;18W-TYGNSUR-6--O;TYGNSUR;GN SUR SDG ( TARIFA, TERMICA N;51,6;Natural Gas Cogeneration;GNSUR;TYGNSUR
TYHCCUR;18W-TYHCCUR-8--B;TYHCCUR;HC CUR ( TARIFA,TERMICA NO REN;6,0;Natural Gas Cogeneration;HCCUR;TYHCCUR
TYHCG;18W000000000DA4T;TYHCG;VENTA COGENERACIONES Y MICROS;0,0;Natural Gas Cogeneration;HC G;TYHCG
TYIBCUR;18W-TYIBCUR-6--I;TYIBCUR;IB CUR  ( TARIFA, TERMICA NO R;118,1;Natural Gas Cogeneration;IBCUR;TYIBCUR
TYLAUE3;18W000000000R1EH;TYLAUE3F;UF DE TYLAUE3;9,2;Oil products and coal;LAUEI;TYLAUE3
TYLMER;18W-TYLMER-10--2;TYLMER;CERÁMICA DOBON;40,1;Natural Gas Cogeneration;LMER;TYLMER
TYNEXU;18W-TYNEXU-65--L;TYNEXU;TYNEXU;9,7;Natural Gas Cogeneration;NEXU;TYNEXU
TYWMARK;18W-TYWMARK-7--2;TYWMARK;COGENERACION SIN UF;3,8;Natural Gas Cogeneration;WMARK;TYWMARK
TZNETA;18W000000000T34N;TZNETA;UF SOLAR ATZENETA;1,5;Solar PV;NEXU;FTZNETA
UB09BU;18W000000000OSQZ;UB09BU;UB09BU;1,0;Competitive suppliers;FORTI;FORTR01
UBE000;18W000000000S31X;UBE000;UBE000;1,0;Competitive suppliers;ENDCO;ENDER01
UCARRIL;18W000000000HG3Y;UCARRIL;UF SOLAR CARRIL;42,2;Solar PV;NEXU;FCARRIL
UCHE;18WUBE-CHEMICALR;UCHE;UBE CHEMICAL EUROPE;16,8;Natural Gas Cogeneration;DETIC;COGUCHE
UF_ALBO;18W000000000T2AE;UF_ALBOLOT;UF_ALBOLOTE_FV;1,5;Solar PV;LIDER;ALBOLOT
UF_DOLA;18W000000000U5JK;UF_DOLAR;ES-UF_DOLAR;4,9;Solar PV;LIDER;DOLAR
UF_GUAD;18W000000000TN5Z;UF_GUADIX;UF PFV GUADIX II Y IV;6,2;Solar PV;LIDER;GUADIX_
UF-MOLI;18W00000000032FY;UF-MOLIVI;UF-MOLIVI;0,1;Hydro UGH;AMADR;MOLIVI
UF-RESS;18W00000000032D1;UF-RESSEC;UF RESSEC;0,2;Hydro UGH;AMADR;RESSEC
UF-TARC;18W000000000T7YP;FV MAZ TMA;FV MAZARRON TERMOARCILLA;2,3;Solar PV;LMER;TERMOAR
UFACAC;18W000000000T80G;UFCOMPRA;UF ACADIEMS COMPRA;1,0;Storage buy;IGNIS;UPACAC
UFACAMP;18W000000000RRAL;UFACAMPO;UF CF ACAMPO ESTREN 11498;25,0;Solar PV;IGNIS;UPACAMP
UFACAV;18W000000000T82C;UFVENTA;UF ACADIEMS VENTA;1,1;Storage sale;IGNIS;UPACAV
UFADEL;18W000000000TBNZ;UFADELFA;UF ADELFA SOLAR;46,5;Solar PV;IGNIS;UPADEL
UFAG001;18W000000000KI4E;UF AG001;UF AG001;3,0;Solar PV;GNRA;FVGNRA
UFAG002;18W000000000KI5C;UF AG002;UF AG002;4,5;Solar PV;EFG;FGEFG
UFAG003;18W000000000KI6A;UF AG003;UF AG003;3,8;Solar PV;EFG;FGEFG
UFAG004;18W000000000KI78;UF AG004;UF AG004;3,5;Solar PV;GNRA;FVGNRA
UFAG005;18W000000000KI86;UF AG005;UF AG005;1,7;Solar PV;EFG;FGEFG
UFAG006;18W000000000KI94;UF AG006;UF AG006;3,0;Solar PV;GNRA;FVGNRA
UFAG008;18W000000000KIB0;UF AG008;UF AG008;2,7;Solar PV;EFG;FGEFG
UFAG009;18W000000000KICZ;UF AG009;UFAG009;2,3;Solar PV;EFG;FGEFG
UFAG012;18W000000000KIFT;UF AG012;UF AG012;1,9;Solar PV;EFG;FGEFG
UFAG013;18W000000000KIGR;UF AG013;UF AG013;0,2;Solar PV;EFG;FGEFG
UFAG014;18W000000000KIHP;UF AG014;UF AG014;1,5;Solar PV;GNRA;FVGNRA
UFAG015;18W000000000KIIN;UF AG015;UF AG015;1,5;Solar PV;GNRA;FVGNRA
UFAG017;18W000000000KIKJ;UF AG017;UF AG017;1,3;Solar PV;EFG;FGEFG
UFAG019;18W000000000KIMF;UF AG019;UF AG019;1,2;Solar PV;EFG;FGEFG
UFAG022;18W000000000KIP9;UF AG022;UF AG022;0,8;Solar PV;EFG;FGEFG
UFAG023;18W000000000KIQ7;UF AG023;UF AG023;1,1;Solar PV;EFG;FGEFG
UFAG027;18W000000000MDHW;UFAG027;UFAG027;10,0;Solar PV;EFG;UPGR025
UFAG028;18W000000000MDIU;UFAG028;UFAG028;10,0;Solar PV;EFG;UPGR026
UFAG029;18W000000000MDJS;UFAG029;UFAG029;7,2;Solar PV;EFG;UPGR027
UFAG030;18W000000000MDKQ;UFAG030;UFAG030;1,8;Solar PV;EFG;FGEFG
UFAG031;18W000000000MDLO;UFAG031;UFAG031;6,6;Solar PV;EFG;UPGR028
UFAG033;18W000000000SPJ5;UFAG033;UFAG033;7,9;Solar PV;EFG;UPGR030
UFAG034;18W000000000T3E3;UFAG034;UFAG034;3,7;Solar PV;EFG;FGEFG
